,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,5.148444376354561,6.612251760716731,-1.4638073843621555,6.020172147761214,0.1780148692708613,1.3468924631006611
1,5.107908868041292,6.475486166856605,-1.3675772988153199,5.767925084093843,0.18519861867897217,1.3249171901034063
2,4.38725547467952,6.103478259300097,-1.7162227846205838,5.2574042140635395,0.13848091802073884,1.481471710269844
3,4.840506363481367,6.254866720295734,-1.4143603568143135,5.624055971600093,0.17718210185761735,1.349482299844175
4,4.598988405558586,6.050013457127754,-1.451025051569161,5.856602339552705,0.17682271602776778,1.3506027606042923
5,4.821667073427463,6.391774790328256,-1.570107716900793,5.487567101895195,0.15736071723013448,1.4140040367817164
6,5.019168180817175,6.387600854923644,-1.3684326741064297,5.302743738261203,0.17697569017645484,1.3501256243896984
7,4.723076992180481,6.20546177263283,-1.482384780452378,5.640866844963096,0.1696302361326841,1.3733928989733495
8,4.950012663965467,6.425032632868486,-1.475019968903041,5.941972790548933,0.1754684765981684,1.3548401968250283
9,5.242238683385821,6.740713242285381,-1.498474558899602,5.957775861093872,0.17306872003271065,1.3624093962337982
10,4.743777402430553,6.394297981556356,-1.650520579125839,5.6400863640369,0.1515168022345046,1.4341943735578693
11,4.694926496068646,6.221468286831524,-1.5265417907629057,5.95733892230357,0.16992841181611829,1.3724338714688067
12,4.415381125881694,5.819905921292527,-1.4045247954108504,5.868858863840488,0.18246120408348965,1.3332151650495636
13,4.838355472736609,6.356532906941613,-1.518177434204972,6.0624048179411485,0.17254088242680604,1.364084786211942
14,4.7276554960943,6.202281692030038,-1.4746261959357412,5.569332575610757,0.1692863098222699,1.374500646076095
15,5.213366988485959,6.762246492994773,-1.5488795045088182,6.334689577783184,0.1733852685322882,1.3614064828753885
16,5.113841288091223,6.732621045580938,-1.6187797574897331,5.128297661118651,0.14594480951617872,1.4540053983906567
17,4.708558685052353,6.279841884294392,-1.571283199242032,5.571359408807352,0.15866515273433462,1.4095752047879107
18,4.700864950523155,6.211686701322627,-1.5108217507994937,5.270452032459691,0.15999347641021613,1.4050935010372094
19,4.588660490019535,6.163596434334263,-1.5749359443147455,4.708386987601612,0.14266164948035087,1.465950952227952
20,4.557237126845948,6.116263809253034,-1.5590266824070227,4.991607846990956,0.14969287506348353,1.4406171413083564
21,4.804776586436148,6.288260612873685,-1.4834840264375657,5.377387227765288,0.16494024761480042,1.3886465738260936
22,4.5002218026599365,5.8774141637706805,-1.3771923611107013,6.1565909856638985,0.19037723212854085,1.3094639777141162
23,4.8381903922699365,6.259711359418617,-1.4215209671486946,6.252595015840951,0.18660806597573948,1.3206800585010923
24,4.816853855431745,6.262810226010846,-1.4459563705791538,4.963884823251872,0.16161012019683882,1.3996768133598458
25,4.842267546575371,6.360815237865392,-1.5185476912899958,5.794658161584277,0.16815767284721905,1.378147758361252
26,4.747854087470998,6.313600331371184,-1.5657462439002074,4.790692978607034,0.1452024404778109,1.4566883014543057
27,4.414732314005377,5.815356226584655,-1.400623912579249,5.648918438621113,0.17922805689758062,1.3431356403973158
28,4.598633126502861,6.025479910802563,-1.4268467842996984,5.32367336729639,0.17045318747596644,1.3707490856955538
29,4.892891091737383,6.412474859672766,-1.5195837679353303,6.110446756714554,0.17314568045059736,1.3621654382311073
