,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,8.988413616549831,11.788855746932665,-2.800442130382635,2.378094382323855,0.027157069777635795,2.209252691151624
1,9.217360081095801,11.7640081608676,-2.5466480797713302,2.9082040257981845,0.04273736062430085,2.026267687371796
2,8.465793400989849,11.187075006355538,-2.721281605365675,2.681023470232894,0.03339838982379399,2.127261161831054
3,8.654402705528508,11.339281038807048,-2.6848783332789026,1.567716203692843,0.01916065638656943,2.3423904834052625
4,9.04672247817977,11.661422619489596,-2.6147001413096405,1.96104356192863,0.026355083561334404,2.220939143186673
5,8.437803900784427,11.191380942633561,-2.7535770418489847,1.4855444162661442,0.01677742591835344,2.3915494017208414
6,9.173691214340277,11.5113637090999,-2.3376724947597722,1.9093575867700956,0.03387062796796634,2.1216085004604657
7,8.625421038557004,11.25139483641588,-2.625973797858933,1.0992175624699279,0.013771604508717596,2.463166244121674
8,9.090518150544238,11.778781996630588,-2.6882638460861017,1.8451966910263948,0.02288342597653784,2.2753752968844423
9,9.196524212104276,11.692886611786829,-2.4963623996823117,2.5706501403138304,0.03942115950352809,2.0597634584123274
10,8.524385349482753,11.270828767963355,-2.7464434184803395,1.9420477663276365,0.022839007202909198,2.276117010899835
11,9.014017715823382,11.431399164104388,-2.4173814482810485,2.453274666011918,0.04048532683884137,2.048762678818174
12,8.384603168245274,10.915201176036302,-2.5305980077910135,3.284354460120575,0.0490609759246308,1.9680613786283607
13,8.801781120053118,11.506129167186327,-2.704348047132953,0.7728822288994408,0.008530479895064884,2.6303189286110977
14,8.840946444381796,11.384276954072565,-2.5433305096903496,2.5647786997267517,0.037630089292388064,2.078861423508296
15,8.784054623642685,11.352703851471585,-2.5686492278287005,1.898144333563561,0.0266485423713123,2.2166277104455245
16,8.560640306588692,11.207480666758538,-2.64684036016979,1.5203047682170485,0.019275913287678702,2.340151607858503
17,8.198694129601943,10.920064692701853,-2.7213705631002085,2.1041871732977704,0.02560276053434645,2.2321846647422507
18,8.632899964471715,11.208343690574804,-2.5754437261030034,2.1078539646734136,0.02963109747242578,2.1749869080742306
19,8.641510025351334,11.154821093471003,-2.513311068119947,1.647957423536564,0.024218381741805205,2.2536470368115076
20,8.68765825241341,11.244822173034553,-2.557163920620951,2.4272750712548685,0.03505189908070966,2.1077583285115122
21,8.849040814858807,11.397472169716874,-2.548431354857712,1.7843452697305189,0.025445730248671517,2.234567899311179
22,8.365444720144449,10.909739440918333,-2.5442947207739053,1.1620931821099774,0.01603018178687093,2.408227649249191
23,8.433957723801694,10.982148869418221,-2.5481911456167836,1.428749161218846,0.01999731795836541,2.326398192671824
24,8.62827596884851,11.146067552639298,-2.5177915837912224,2.1031986683134427,0.03129418659526667,2.1533117419035497
25,8.594783044563126,11.235403670661558,-2.6406206260985527,1.3687654377823897,0.01727451065627201,2.3808123172865012
26,8.62687757508608,11.060044815420422,-2.4331672403341145,1.4349704692614544,0.022725798190968417,2.278013081866638
27,8.630040930401417,11.153218752398569,-2.523177821997251,1.419220928802524,0.020391637876165682,2.3190626813786994
28,8.615714122097113,11.409004060664106,-2.793289938566886,1.7071457441084021,0.018832823833712813,2.348823654186032
