,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,8.632231539256328,9.816921311730209,-1.1846897724738028,4.473643753295914,0.18387204008855837,1.3289270453217747
1,8.864191504046449,10.408672256694569,-1.5444807526480417,2.700292886368647,0.09929895818551175,1.64826180870706
2,8.380928541151935,9.801310394832274,-1.4203818536807375,3.560040348655601,0.1341801107795777,1.4978196625913205
3,8.645245997706798,10.206750949945192,-1.5615049522380104,2.513803062100692,0.09256535492869572,1.6820179723118063
4,8.403961642784498,9.881651033219224,-1.4776893904345343,3.6950480037275497,0.13128462642057778,1.5090553976880687
5,8.286771461984973,9.94351839336068,-1.656746931375892,3.8528516640992514,0.11707866892979789,1.5671541314011883
6,8.172577436714437,9.676801588226166,-1.5042241515116075,2.4411818997403643,0.09548308088757007,1.6671575513240604
7,8.55168722978583,9.967140143396957,-1.4154529136112615,2.640878728192682,0.10984581777610485,1.5988865290118184
8,8.47780691811072,9.982709315881738,-1.504902397771275,3.293694076813207,0.11872618480202622,1.5601426070898297
9,8.40683018046143,9.824029626189077,-1.4171994457278743,2.0659685156270164,0.09142286237579887,1.6879393999657712
10,8.301178774347864,9.839528960531606,-1.538350186183834,2.9704132760295465,0.10715991050158911,1.611090904551345
11,8.837525987219625,10.38905484140506,-1.5515288541855625,3.303648960574087,0.11439846058735373,1.578727995377605
12,8.99441812643504,10.385956698135505,-1.3915385717004938,3.9761613788134866,0.14726175149077322,1.4492715909170912
13,8.2509603122292,9.829002144027331,-1.5780418317981457,2.8471658242892914,0.1002654493509587,1.6435680923221003
14,8.502889849667145,9.940061311638896,-1.4371714619717295,3.281421989986203,0.12536213394369863,1.5326499226435721
15,8.590845718787751,10.05287167057882,-1.46202595179102,2.9153597007535836,0.11305404512959369,1.5846140747290274
16,8.510653316799608,9.915701434001011,-1.4050481172012041,3.2686417758769863,0.1284544395543638,1.520224986730877
17,8.095582427866294,9.551205909593751,-1.4556234817273435,3.399554110475677,0.12642840077808482,1.528338962971834
18,8.234158297402292,9.966292225979604,-1.732133928577241,2.6075510404249336,0.08137186383596506,1.742781071993881
19,8.752085859404634,10.157598062972813,-1.4055122035679233,3.286854146745963,0.12888010321299903,1.518532935342862
20,8.773380463378363,10.25352084978746,-1.480140386408948,2.980143754497547,0.11302427661350152,1.5847450288867044
21,8.504098139760845,9.91113639085545,-1.4070382510947184,3.534261755336072,0.13500435338908007,1.494655577382563
22,8.011082537803805,9.660054054400572,-1.6489715165967027,2.1157364047009146,0.07413122778497333,1.7858025865945015
23,8.681617226840718,10.110353695974833,-1.4287364691340372,3.284145386579283,0.12632392883308888,1.5287600930410514
24,8.541882438308495,10.079631142105793,-1.5377487037974333,1.8053628986546144,0.07269870253203856,1.794717615227204
25,8.371514618374068,9.827978458046697,-1.4564638396725513,2.5645772962663003,0.10356869284193006,1.6277934359634092
26,8.76329647181392,10.428387222491946,-1.6650907506780186,1.9951753492787212,0.06945097142218566,1.8154748245689176
27,8.526085900248336,10.183537439934536,-1.6574515396862353,2.7399678826589877,0.09064813763978039,1.6919886504398374
28,8.600415306564901,9.922196098241233,-1.3217807916762467,3.127975742557652,0.13390023446973112,1.4988974637055308
