,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,3.6694473395542215,4.386815116155219,-0.7173677766010087,2.423098148467533,0.1977390167753845,1.288019955418757
1,3.4769948112061795,4.132282640714752,-0.655287829508552,3.36814253256928,0.2408065771319567,1.1729731400015209
2,3.56543755337658,4.309575228355765,-0.7441376749791857,2.591501096340462,0.1993228669758092,1.28348312771438
3,3.4752250530990065,4.258162488700016,-0.7829374356010135,2.899190754184305,0.2032154792846556,1.2724438024299014
4,3.561914858996556,4.24210357833401,-0.6801887193374796,3.101714983668117,0.22827024830378193,1.204826601607316
5,3.6815069963769926,4.4017070116463515,-0.7202000152693699,3.894465111370767,0.24250175410622665,1.1687564922880171
6,3.5433693931692685,4.117666145432459,-0.5742967522631943,2.9600009135363976,0.2445957044802919,1.163576438315254
7,3.649980561967095,4.493690261384952,-0.8437096994179001,2.866803200812994,0.19183734854517528,1.3051630047910356
8,3.3314955299075106,4.076913934329525,-0.7454184044219687,2.5445080593564917,0.19734610271919314,1.2891495426316675
9,3.448432982726342,4.265964939933305,-0.8175319572069952,2.134255731536502,0.16840497966909865,1.3773470353904742
10,4.001152333901029,4.7275949495091965,-0.726442615608164,3.349278493679847,0.22706390573374266,1.2079567321368783
11,3.69490880851107,4.394346930079244,-0.6994381215681642,3.3313649203412545,0.23148888235330814,1.1965323495670666
12,3.620583086213355,4.372858150019223,-0.7522750638058255,2.9530355642155577,0.2103726891258874,1.252541299683976
13,3.825466315455412,4.559507801818405,-0.734041486362969,2.786395841937072,0.20807746244796568,1.2588695262988985
14,3.6437068117105125,4.4593435486837905,-0.8156367369732607,2.461052881573673,0.18203881044948234,1.3345037751861364
15,4.226625250664153,4.936206598289271,-0.7095813476250896,3.5125088814206684,0.23465950703956076,1.188441519125104
16,3.5898222814528364,4.463359232126535,-0.8735369506736674,2.5318271674447743,0.17524223188998955,1.3555504956355038
17,3.7651354621771245,4.579963065394676,-0.814827603217509,2.336379133630885,0.17728358075088813,1.3491662246440497
18,3.4808621798756687,4.126604732841891,-0.645742552966226,3.0099515904293366,0.231975842240549,1.1952846314742867
19,3.9131327417055215,4.619012847233147,-0.7058801055276263,3.1694815107336183,0.22555148411911122,1.2118978529909792
20,3.7124970194972886,4.612058042852105,-0.8995610233548064,2.92618829837277,0.1847470935814885,1.326279623743056
21,3.6276068023413015,4.2653044342833795,-0.6376976319420464,3.2927527269547188,0.24204238082753773,1.1698971006319452
22,3.369708469921204,4.217009899560622,-0.8473014296394581,2.6054173086807513,0.18217694626695918,1.3340821159186322
23,3.720100336973371,4.554982076597831,-0.8348817396244499,3.146633440083061,0.2022048140427638,1.2752950926360318
24,3.582388853814632,4.360900981624383,-0.7785121278097336,2.6870016666149663,0.19671803159093382,1.2909586058673261
25,3.93597437310633,4.5659812127451715,-0.6300068396388383,3.1196796794627506,0.23843199963345826,1.1789150615842199
26,3.4363866866571127,4.28210700817624,-0.8457203215191385,2.5155583240267756,0.17912791111260176,1.3434450397334363
27,3.26756360002646,4.184638763512918,-0.9170751634864587,1.9224187828483643,0.14355626301635485,1.4626752449480027
28,3.50381375642861,4.397069237695899,-0.8932554812673175,1.942868096468029,0.14800471762821563,1.4466152322015955
