,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,2.8442947250898754,3.453618219864588,-0.6093234947747135,1.664349920162306,0.18252992378599242,1.3330057288761001
1,2.9954370689412406,3.5628702885060535,-0.567433219564812,1.7533548375541947,0.19595234961863783,1.2931697669889808
2,2.8800990551614425,3.4123560616595623,-0.5322570064981207,1.8838300651775208,0.21028875159852342,1.2527718429141659
3,2.742342151436444,3.3646378683899676,-0.622295716953527,1.5794460577102614,0.1750773973521705,1.3560684272218195
4,2.9002640923645777,3.434674086071444,-0.5344099937068627,1.9421280080172783,0.21275758192940927,1.2460185585524668
5,2.919636068769177,3.4677263221745496,-0.5480902534053733,1.6622618266922138,0.19488906063437433,1.2962508939445225
6,2.9871668736986314,3.5347629045775757,-0.5475960308789425,1.790993352869242,0.20214696030759924,1.2754586236131675
7,2.9351207679276228,3.4764366711882473,-0.5413159032606245,1.7759894699173402,0.20267430416183577,1.2739692782722776
8,2.816613709759101,3.4519674303469245,-0.6353537205878261,1.6479225809104894,0.1765477310952898,1.3514612302813171
9,3.0100785944445554,3.5774812201186523,-0.5674026256740952,1.6822742809331976,0.19200288193870255,1.3046769252130055
10,2.8330585191132704,3.3956967402898264,-0.5626382211765559,1.583068258564163,0.1871946014266088,1.318923761474982
11,2.972879227541776,3.4807938391320454,-0.5079146115902695,1.8508240749311167,0.21390745735399627,1.2428924795363832
12,2.899002811712561,3.3995530003929244,-0.5005501886803678,1.778367539199019,0.21169415399634675,1.2489204967511796
13,2.807569458372251,3.3718466399980467,-0.5642771816257977,1.8891246585391674,0.20375990128239413,1.2709121561878802
14,2.8044423528080755,3.3794294049043363,-0.5749870520962581,1.6513662579477986,0.18867652961178608,1.3145043665744267
15,2.6918990040187842,3.234635304863349,-0.5427363008445631,1.6725647980618659,0.19661344456974264,1.2912602634674684
16,2.8367671889404824,3.4102991564633034,-0.5735319675228219,1.6694873655536555,0.19001386151509914,1.3105381073494031
17,2.713495846517245,3.2830226475235036,-0.5695268010062584,1.777485748084112,0.19682716844863737,1.290643950493148
18,2.8767785210103667,3.4511105151820405,-0.5743319941716756,1.690949773174943,0.19106760020273905,1.3074273896289204
19,2.8939137228733585,3.434765298000157,-0.5408515751267977,1.6668430147283364,0.19668532293530416,1.2910529339590255
20,2.9161595359914663,3.421699503158614,-0.5055399671671452,1.746754484675864,0.20885588916395506,1.2567176650216834
21,2.8779573963133003,3.455639967008786,-0.5776825706954867,1.5182495976780834,0.1801617958933301,1.3402570311494069
22,2.856308531925579,3.4890107266536723,-0.6327021947280933,1.5028670796183317,0.16846422612026446,1.3771553399911223
23,2.9116658541582985,3.478783236689925,-0.5671173825316274,1.6772983730657067,0.19177903904029808,1.3053343008654483
24,2.871050697534469,3.4533169170856053,-0.5822662195511334,1.8473140882127637,0.19789424105831588,1.2875741542547
25,2.9156102184844257,3.4784819438659684,-0.5628717253815445,1.6420424305682997,0.19063028101169016,1.3087168524373702
26,2.862430857807682,3.4538821281804197,-0.5914512703727368,1.5892685044167032,0.18171304490014814,1.3354991145000537
27,3.00773321091375,3.5477114147324245,-0.5399782038186736,1.6324479596840327,0.19487324381423857,1.2962968197995084
