,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,2.8749104233032683,3.7128469397794004,-0.8379365164760202,0.9819279592250587,0.10056058687599247,1.6421419634582277
1,2.60306301866398,3.440307198812327,-0.8372441801484456,0.9530178972715886,0.0985098083071667,1.652121385043421
2,2.80379023484783,3.620097607061941,-0.8163073722141689,0.9806131369566604,0.10324984997469723,1.629298469648623
3,2.6573860694280627,3.4624332962823883,-0.805047226854299,1.0123386725688497,0.1071011121960616,1.6113607714137614
4,2.6534796055941485,3.5062413673401944,-0.8527617617460237,0.9448829637736571,0.09598485586151483,1.6646387184163667
5,2.540460627408484,3.3751685797419175,-0.8347079523334742,0.8772650295600068,0.0930435293644599,1.6795570540936804
6,2.5755002860701013,3.3581446798657084,-0.7826443937956356,0.9504821939300463,0.10542650409237671,1.6190964891845894
7,2.5645274113033936,3.386349466511749,-0.8218220552083721,0.9751791742522302,0.10212708966713219,1.6346278312695643
8,2.5727119903490263,3.3956509720654773,-0.8229389817164474,0.957593224938333,0.10066602070648009,1.6416333072335088
9,2.645586589455425,3.4475152250775847,-0.8019286356220618,0.9259545157286198,0.10095609800496579,1.640236042346806
10,2.820471614096155,3.6162921009764113,-0.7958204868801886,1.0331835936308151,0.10989403601117846,1.598669599109797
11,2.6531463903588617,3.4674269760424434,-0.8142805856836048,0.9923839289031409,0.1043923576518428,1.6239224635424359
12,2.4614501384045213,3.314285484381353,-0.8528353459768141,0.8983168121594343,0.09248609721353813,1.6824268566097544
13,2.4577976040050005,3.346070601748537,-0.8882729977435702,0.8285313360936173,0.08312451834047531,1.73283770924042
14,2.568895373562887,3.3829553708438014,-0.8140599972808786,0.8759892721861604,0.09547844543483341,1.6671808699354331
15,2.614005655143606,3.4964746698487734,-0.882469014705066,0.8569970018657056,0.085931269217358,1.7172622332435914
16,2.5958755103811115,3.4419143163440693,-0.8460388059628485,0.8557409442540878,0.09000969686611875,1.6953465615533043
17,2.5847538390804545,3.4024764338447295,-0.817722594764291,0.9540737131447936,0.10107092371703548,1.6396838253633321
18,2.6611227945654634,3.454351050168628,-0.7932282556031396,1.052718939328269,0.11168322222648919,1.5906728405524986
19,2.781258165164209,3.5718400130897296,-0.7905818479256368,0.984362599678041,0.10695934666123869,1.6120119163734012
20,2.502051387135103,3.312174853506186,-0.8101234663711239,0.9138121862039941,0.09895292950789064,1.6499511414210322
21,2.5407827199199944,3.3886114635821074,-0.8478287436620349,0.8576013424576168,0.08994472591787393,1.695689352965703
22,2.4841160428292057,3.2865389528094657,-0.8024229099802369,0.9329813601849026,0.10143815708654909,1.6379210841086194
23,2.502624327690788,3.358597627293294,-0.8559732996025105,0.8191470299374926,0.0859812364840609,1.7169887010275653
24,2.646182697777809,3.487540026644776,-0.8413573288670477,0.9429267185884078,0.09724341688894819,1.6583669813906199
25,2.6258163982597496,3.4370039519833493,-0.8111875537235846,0.9606306906298228,0.10241529405896024,1.6332553936250407
26,2.5755654555177814,3.39097318767903,-0.8154077321611339,0.9507337604057593,0.10111624390806798,1.639466010172202
27,2.5717387264160068,3.3808687944497406,-0.8091300680337099,0.9592326174447243,0.10257795866628183,1.6324821362338913
