,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,2.648501607225731,3.4482769854612463,-0.7997753782354948,0.9437302524366205,0.10261720028079484,1.6322957397663507
1,2.6433745758134735,3.4552081002720656,-0.8118335244586206,1.001477164823724,0.10539027974377141,1.6192648982471967
2,2.6412209054724287,3.4139235636546608,-0.7727026581821974,1.0687649000723907,0.11575837015306253,1.5728292097356653
3,2.6182388107180175,3.4954501598059164,-0.8772113490879292,0.8106728524488505,0.08295041733753288,1.7338177943628226
4,2.7999179053755285,3.6673051116051236,-0.8673872062295231,0.7870343422618724,0.08215698965320728,1.7383055460827685
5,2.6597430386053618,3.486651052043286,-0.826908013437901,0.8522016273317314,0.09200922124573226,1.684892979902171
6,2.477021906244764,3.299583169489051,-0.8225612632442107,0.9787564491375509,0.10229776668742922,1.6338146908015876
7,2.6402244936204995,3.483515137669499,-0.8432906440490342,0.9170446595003745,0.0950581185408834,1.6692990998445383
8,2.551264949942825,3.401360739300022,-0.8500957893572831,0.9140880186382705,0.0940083588906999,1.6746223112378462
9,2.5646383431818465,3.4442770496028126,-0.8796387064209057,0.8745287125671131,0.0875724216192175,1.7083445927736172
10,2.4736198039190556,3.3664542571552443,-0.8928344532361052,0.7469708544207121,0.0762708629144624,1.772745650723637
11,2.427948292145166,3.2710444768397635,-0.843096184694673,0.8196827371588657,0.08749795428414943,1.7087462968471334
12,2.6061920009443527,3.4652740515713716,-0.8590820506269665,0.8126008566904352,0.08511151138194348,1.7217682326506119
13,2.463521023048307,3.3230406142083218,-0.8595195911600513,0.7521492528669227,0.08018558702305627,1.7496102662941408
14,2.4722387282243887,3.3256050370356838,-0.8533663088112462,0.776724144077424,0.08286683732950063,1.7342888923843647
15,2.660301936583315,3.4711671006937084,-0.8108651641103961,0.934583222597781,0.1004670972597151,1.6425933515456344
16,2.4722806656229666,3.3435405069668325,-0.8712598413439991,0.7513481940542892,0.07886631925227483,1.75730216339776
17,2.6264732245382363,3.49485191571129,-0.8683786911731204,0.822999451570368,0.08488894759545502,1.7229976633312254
18,2.6922547156313983,3.548626512012073,-0.8563717963808131,0.8460856271729531,0.08805278451773262,1.7057599401485093
19,2.482144235332717,3.3434451174665125,-0.8613008821338326,0.8770403064121135,0.0898690413171322,1.6960889217947102
20,2.591490025669137,3.400005694081147,-0.8085156684119283,0.9740854210470449,0.10378287650949276,1.626784491603402
21,2.5403185502624326,3.3800880835024993,-0.8397695332399735,0.848605443712982,0.09018780382045068,1.6944078765955723
22,2.4915545888909407,3.299000483696671,-0.8074458948057099,0.8411742284651091,0.09349437316085212,1.6772460721849176
23,2.561458379052161,3.427563584683646,-0.8661052056314702,0.8147777971737264,0.08449766429557143,1.7251654271208277
24,2.5009625317981006,3.393399512169769,-0.892436980371599,0.705459352493023,0.07295924223447482,1.7930855723161585
25,2.6258447303695136,3.4616788302329584,-0.8358340998635185,0.8466961407840548,0.09050281151911173,1.6927513237075884
26,2.525902023036329,3.360241731565979,-0.8343397085296829,0.7891524766604854,0.0860287432763328,1.7167287570879382
27,2.376371821048443,3.192792516980487,-0.8164206959321518,0.8781054357090077,0.09535258132650311,1.667814375195641
