,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,9.444208335451059,11.88663352926227,-2.4424251938116868,2.852355319899612,0.04606799138107623,1.9947698109757688
1,9.467767577360938,11.831840580870534,-2.3640730035099295,2.353031718498965,0.040833733431860086,2.0452143188154137
2,9.5238834484148,11.766058218288585,-2.2421747698740546,2.9625297447950487,0.05728000413182301,1.9011680530300592
3,9.69513075503297,12.284327855858741,-2.5891971008259134,2.1791760984108137,0.03029632300000592,2.166194555624331
4,9.067237226030066,11.693717239248365,-2.6264800132180426,2.0578917394749183,0.027449172390649916,2.205070149242058
5,9.737034815228036,12.019988617403307,-2.282953802175143,3.388346105720025,0.06267056711597087,1.8615215015599917
6,9.330185202585618,11.835883860375148,-2.505698657789253,2.3696393336320867,0.03590321301204019,2.098021875302857
7,9.384549546347863,11.798685446256911,-2.414135899908615,3.5036220456028992,0.05781126926913865,1.8971263120957425
8,10.415428898743777,12.722292027177375,-2.306863128434088,3.8444310001769217,0.06898953113388767,1.8184883145653759
9,9.376611792054483,11.947864082155412,-2.571252290101256,2.6170892526088565,0.03744119247449335,2.080920401045801
10,9.518180625926526,12.063285786308015,-2.5451051603818087,2.002015946005816,0.028896752778217752,2.184892183388166
11,9.323481079012218,11.846247617983366,-2.5227665389711547,2.2265443553319493,0.03307799091304334,2.1311353778144655
12,9.349180906497587,11.654467656340387,-2.3052867498431624,2.815290427654233,0.05153037353684516,1.947036377967805
13,10.299818949753409,12.64377372329227,-2.343954773538826,2.2400654114294625,0.039614660674181484,2.057744557785851
14,9.301469168374261,11.701790092101632,-2.400320923727122,2.726012423497661,0.04575568505273299,1.9976401689673766
15,9.385364709289625,11.740182834180132,-2.3548181248906985,2.9022463360860655,0.0507445176272183,1.9536339922422539
16,9.543463537246645,11.94374262959343,-2.4002790923468638,2.5687434336303347,0.04310748229046362,2.0226670881538316
17,9.065659994309463,11.4547209780701,-2.389060983761283,2.5599528866608914,0.04341339271384735,2.0197108142370563
18,9.710616782730504,12.128685486411094,-2.4180687036805466,2.5431000761705675,0.04196535757586723,2.033863523737206
19,9.729204896923385,12.048850182302203,-2.3196452853790106,3.197932105963293,0.057493859210133016,1.8995373608562667
20,9.561557052615136,11.965270371506193,-2.4037133188912776,3.0164955841506185,0.05043551382277478,1.9562516753031027
21,9.448882817917784,11.677946791120206,-2.2290639732027557,2.235832019967198,0.044211710558881005,2.012078045665405
22,9.590813241003126,11.862261823321255,-2.271448582318044,1.9407951735103133,0.03681892733677408,2.0877662285150955
23,9.892978944891148,12.14569286468111,-2.2527139197900397,2.783578429392662,0.05347677189931203,1.9310507886682546
24,9.343946901491982,11.721443713110666,-2.3774968116190394,3.204979880862137,0.054765199291828597,1.9207344090150038
25,9.596494282688091,12.000705203711235,-2.40421092102315,2.8666498006476324,0.04793625761058659,1.9779330704361804
26,9.69062874672587,12.090477302630028,-2.3998485559041,3.4640778958410188,0.057887827829323064,1.8965464203986218
27,9.3726625182912,11.45199279389324,-2.0793302756023877,2.7154785303835105,0.06124180794496777,1.871745597603113
28,9.615833687444102,11.937252552151392,-2.321418864707084,3.0988241192206267,0.05570594397530753,1.9133290269399867
