,,theta0,theta1,logL,logL_birth,nlive
labels,,$\theta_0$,$\theta_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,
270,2.1388059265157053e-18,-1.2249766219807476,3.2940114586104237,-45.40068085626781,-84.93169460410866,125
271,4.07922179095227e-18,-1.729330144309582,3.723624978518787,-44.74705414894924,-67.46173760159249,125
272,5.155654603647968e-18,-2.177172570584116,2.0089245595641803,-44.504898118385796,-inf,125
273,5.2495721816317775e-18,-3.4934789268619837,-4.064285785380045,-44.47887745829243,-inf,125
274,9.434239381508371e-18,-3.0277797300922087,-2.1811978898752513,-43.88471031383484,-120.76478655592646,125
275,1.0515097686570437e-17,-3.4025128686694823,-4.007426105745052,-43.768275603741515,-118.70681154435076,125
276,1.9340940807967465e-17,-2.2013974796749607,3.921663244428908,-43.15089539886634,-79.85914031761165,125
277,4.8366853740891384e-17,3.43426199358073,2.976273592119238,-42.22633662471756,-70.88104751488294,125
278,7.495890797407927e-17,-3.1537244153798896,-3.797946395143938,-41.78024312440788,-43.768275603741515,125
279,1.0310277665445999e-16,-3.230712704569264,-2.0889127221420103,-41.45348870214417,-42.22633662471756,125
280,1.403406405573856e-16,2.7305638959783565,-2.521038604896535,-41.13717424067947,-104.63044750271766,125
281,1.7825586130115567e-16,4.089962908947001,-0.03322323627152812,-40.890058743940415,-44.504898118385796,125
282,2.301407617649742e-16,1.4686131427920586,2.526340832668147,-40.626619386123274,-177.97718163332172,125
283,4.1544485691162204e-16,-3.102976559081112,1.950054858392111,-40.027992455396834,-233.69335497135447,125
284,7.732342167054839e-16,1.5204777115092583,2.7305233150889983,-39.39879217649683,-88.9791583744954,125
285,2.9408036176669823e-15,2.602316174311124,-1.2472835663124755,-38.05496784424758,-inf,125
286,4.158557977748493e-15,4.339091567106763,-1.6908349472364446,-37.70051418372576,-72.45867658690993,125
287,6.251712812655181e-15,2.6235166840938238,-1.9682694919169368,-37.28485891206364,-98.13138732927888,125
288,7.354198523739833e-15,-3.0472417801084264,1.9903094107102524,-37.11447484078675,-229.2040012306535,125
289,8.07034196934963e-15,3.7123796578703807,2.508425522199481,-37.01358219222544,-116.61644397053327,125
290,8.471263630823076e-15,2.568645420886636,0.19867129319035293,-36.957130192808826,-40.027992455396834,125
291,1.6481344123059118e-14,-2.95270028885969,-3.4402562715902163,-36.283612627674565,-inf,125
292,2.08380407782042e-14,-2.0367955716372097,3.766561703047632,-36.04109334014252,-98.8609909469296,125
293,2.2116286102159867e-14,2.654377355170835,-0.23870631425779187,-35.973591105571515,-47.47660735617782,125
294,2.339103569280705e-14,-3.256241388204654,2.1256937293370903,-35.909584341832755,-93.56676934576163,125
295,2.3595045412299983e-14,-2.948542436671872,1.9914169290529937,-35.89293228126425,-48.87790437155497,125
296,2.4978948322015443e-14,2.49578825581424,3.2065207926491635,-35.827967458438195,-67.04126322540708,125
297,2.490066083603786e-14,-3.345382467220892,2.204717367312554,-35.82313834908175,-82.62701368530408,125
298,2.746926547685836e-14,2.632668744047683,-1.800085876437973,-35.71699676150365,-92.33244762084648,125
299,5.740066921775533e-14,-1.8012278339534529,2.4769269320041314,-34.97204039039834,-81.83420025192399,125
300,7.185058346439184e-14,1.6867751222546215,2.263779803804562,-34.73953944977056,-59.82409377392154,125
301,7.148030086115089e-14,3.6578755798766664,2.56044486497472,-34.73673811389547,-44.47887745829243,125
302,1.7295362403084705e-13,4.027752451001708,-0.19849202194771998,-33.84516835417932,-63.61786930733334,125
303,1.769005798897901e-13,3.868880860268284,1.8410539333636429,-33.81463579467922,-134.4812139911213,125
304,2.1354485016177032e-13,-4.182167906325686,-4.055124179640414,-33.61840862263375,-48.00816649622625,125
305,3.4150283163655177e-13,-2.809132471958508,3.9377593586003385,-33.14093136386878,-83.0748700762451,125
306,3.5249781974644746e-13,-1.5084458001490066,2.985459090481598,-33.10127472784084,-220.84314191271199,125
307,4.579220282388289e-13,2.6900116393385183,-1.2116961395627754,-32.83165206970739,-351.7698792554849,125
308,6.739978920398493e-13,2.7614643542012356,-2.2566600542447777,-32.437155842289116,-inf,125
309,1.0493466378218187e-12,2.7030513578356867,0.015892583120427517,-31.986491656229667,-inf,125
310,1.369295374999108e-12,4.167692260004818,-1.0265215823318439,-31.712394924667237,-60.8438186655042,125
311,1.5239625677277687e-12,3.8911976364387435,1.2929021686302118,-31.597409142625164,-52.461957010478855,125
312,1.5782314674767023e-12,3.6743278685530285,2.446663002484396,-31.554449972334723,-inf,125
313,2.0328652713739755e-12,1.7315835295873487,2.5715981555249243,-31.293340436825076,-48.18818158587241,125
314,2.6262793358426463e-12,-4.051704625047998,-2.5099091201190893,-31.029250385427392,-97.93284360606233,125
315,4.954073656953301e-12,3.183903045683582,2.983963438206567,-30.386640159998304,-988.8236977949778,125
316,4.995739356302192e-12,-2.947411186588508,-2.816360105555431,-30.3702967690572,-91.82389651957213,125
317,6.190661753762319e-12,-1.609294255716792,2.920082707783976,-30.14787203194383,-34.97204039039834,125
318,8.437402209758305e-12,-1.7772840456834889,2.6568800155194303,-29.830271384008395,-153.1252276096128,125
319,9.177164152747558e-12,-3.5225830650442234,3.570316330415279,-29.738259439450758,-55.116546429114415,125
320,1.0119250884508492e-11,-4.296162294896835,-2.8875141776760063,-29.632569873037408,-37.28485891206364,125
321,1.5773493590511568e-11,3.2000316123345005,-2.8035553006908382,-29.180710430840243,-53.77173039557575,125
322,1.632568071626747e-11,-3.020681195763597,-2.664775713492497,-29.13833379951489,-41.45348870214417,125
323,1.9959839689898444e-11,-3.0188942883167122,-2.678461182390011,-28.929382762656573,-40.626619386123274,125
324,2.4796930267787234e-11,2.58171902430432,0.6966148398871503,-28.70441696630534,-85.74521943115352,125
325,5.399119488599629e-11,3.8600632131548167,0.574880392296377,-27.91834768703888,-37.70051418372576,125
326,1.1056991808746188e-10,2.7994696118007134,-1.083285532431077,-27.193552429258496,-109.4390071261988,125
327,1.4794809022601807e-10,2.7831633321784324,-1.893284024988473,-26.89437085281896,-47.51864549462702,125
328,1.5833030573238243e-10,2.7161095730140232,0.44307601298868526,-26.818580760200046,-133.16660542798718,125
329,1.909854707896837e-10,3.0041182444202423,-2.5459948543191246,-26.623098628055097,-37.01358219222544,125
330,2.3151129462370266e-10,4.2328338947273085,-1.7975765765210827,-26.42269915318775,-47.03743764333228,125
331,2.602427112059542e-10,-2.258449416070769,2.3561218657855143,-26.29774494453668,-inf,125
332,2.6190322882694106e-10,2.628924282660355,0.7148464094374098,-26.283416395186688,-36.283612627674565,125
333,3.478001730413093e-10,-1.8635738547865426,2.692002766503837,-25.99179520599652,-38.05496784424758,125
334,4.326964939875396e-10,-1.8067164954175814,3.377755202815937,-25.765418591240774,-129.4068436110843,125
335,4.953957835980038e-10,-2.3316554472398545,2.3314978467164895,-25.622129960236435,-31.597409142625164,125
336,8.058172766248158e-10,2.0012005853480126,2.047654435417913,-25.127661783634153,-inf,125
337,8.729154438735663e-10,2.8746095405914502,-0.11449429658919463,-25.03971193266269,-inf,125
338,8.776265263457976e-10,-1.724961869545207,3.0855573337087883,-25.02636132268821,-35.71699676150365,125
339,8.725133729370362e-10,-3.5098471911915783,3.461620644293296,-25.024236306445005,-54.03573214964086,125
340,1.1108142758721076e-09,3.8007082443586953,1.286167681562306,-24.774797510669934,-48.41474711894079,125
341,1.816547613756356e-09,3.8019016977412523,0.4744392613155686,-24.27498488512459,-41.78024312440788,125
342,2.189920657894053e-09,4.038566167430373,-2.6633971403853347,-24.080089185722937,-52.739375284550746,125
343,2.550784602750063e-09,3.2504730788237737,2.8307267616927962,-23.919585330776496,-103.56503203984724,125
344,2.531236110105215e-09,2.6872967820159097,0.7100853852204265,-23.91931039583276,-94.14036295562627,125
345,2.578593892054903e-09,-3.427685644582804,3.5668546997202597,-23.892805743389527,-26.818580760200046,125
346,4.550191766700213e-09,4.141849043948644,-1.4068293690867417,-23.31691244242398,-70.06008449115619,125
347,5.349523429054641e-09,4.001746510120517,-2.684770703854925,-23.147106173118246,-29.632569873037408,125
348,6.4611965271371685e-09,-4.2263839912153145,-2.9170002757599707,-22.950330960165566,-105.90080889142547,125
349,7.830561549142994e-09,3.8192732974771335,-0.0316425972805261,-22.75014308700478,-31.554449972334723,125
350,8.029048658258135e-09,-3.1885002450021025,2.383559410177904,-22.7171430949317,-30.14787203194383,125
351,1.0398803106839182e-08,2.8631066549152937,0.3190111199740544,-22.450550259136744,-36.957130192808826,125
352,1.0559671914286913e-08,-3.1612294666413,-3.4355137431703477,-22.427230594058518,-24.27498488512459,125
353,1.3493103424399191e-08,-3.8615885407287824,-3.945935422138098,-22.174125936021635,-54.00166268732888,125
354,1.853350010864809e-08,-4.3387579036277835,-3.672110428797632,-21.848756552616802,-60.96046474927212,125
355,1.840270718064573e-08,-2.575967704495035,3.7699044004498425,-21.847870511008235,-25.03971193266269,125
356,2.2668860233917093e-08,2.6037008757785536,1.0137959251712685,-21.6314079376831,-25.765418591240774,125
357,2.6277627583253493e-08,-3.1497223441638034,-2.7443267848984054,-21.4757140399537,-67.94603760101427,125
358,2.9506598852518837e-08,-2.0441861090230486,3.5011370541644506,-21.35184985698929,-82.98947248932079,125
359,6.43214412789917e-08,3.90338627465462,-2.714482666214505,-20.56460258302274,-26.42269915318775,125
360,7.83476678264578e-08,3.762980179812743,-0.016327767119515002,-20.359371243673717,-34.73673811389547,125
361,1.511417503298861e-07,2.94279552038555,0.3228893886261641,-19.694341135911614,-112.2985363086317,125
362,1.881733530608188e-07,3.4060402901065476,2.579188787034308,-19.467227477924922,-34.73953944977056,125
363,2.1955070399949172e-07,-4.315392506407838,-3.2716506110699783,-19.30503973343107,-98.18468775232687,125
364,2.358831680767701e-07,3.6619966794751644,1.9498416073432043,-19.225318135415552,-22.427230594058518,125
365,2.5690367334279335e-07,2.219213264202713,1.8811435012900448,-19.13198539495192,-144.9951901028482,125
366,2.8204761687925847e-07,4.131924167793866,-2.214418113995329,-19.030642517177064,-51.79481371266803,125
367,3.369112778125163e-07,2.335759816486757,2.8388803565066603,-18.844930633288932,-19.467227477924922,125
368,3.955871935865867e-07,2.970916363795279,-1.0978905852284875,-18.676410861646687,-27.91834768703888,125
369,4.0359078825559937e-07,3.6878275047001274,0.8292088633751202,-18.64841245482166,-inf,125
370,4.6104276473496464e-07,2.322107663129229,1.6980106172551217,-18.507354945599978,-22.450550259136744,125
371,5.121795079196325e-07,2.3702128064261228,1.6093536590693311,-18.394202414798066,-29.738259439450758,125
372,8.715437744438283e-07,3.7432627402922307,-0.2473854073297428,-17.854643317597763,-110.97529974245893,125
373,9.438099877656213e-07,2.456786333000041,1.4756198757396515,-17.767016378759905,-52.5062073975831,125
374,1.3020132313741914e-06,-3.23314452367416,-2.775491654917808,-17.43730608578662,-81.73748152670306,125
375,1.317972810470368e-06,2.9491648091559384,-1.7635633146298906,-17.41715481573558,-33.14093136386878,125
376,1.4261518749422936e-06,3.7382216474625984,-0.2869921683812162,-17.330301632080733,-47.08288464689176,125
377,1.6510261532777868e-06,3.665549248859959,1.0332953008937373,-17.175916277236215,-75.1402394646141,125
378,2.031732934553907e-06,3.114435709753595,-0.08493900003531252,-16.960456022037363,-30.3702967690572,125
379,2.16158466782688e-06,2.1436574243451822,2.426540546469173,-16.890535348396842,-19.30503973343107,125
380,2.9944288458853807e-06,-2.4243568301168406,2.5108051674094867,-16.55665526313314,-47.89673904207763,125
381,3.4651411464594837e-06,-3.4339758383809613,3.254705555590922,-16.402687237601725,-93.7029978423413,125
382,3.7745911510149887e-06,3.6127045323287277,0.22039692464596694,-16.30918036220496,-39.39879217649683,125
383,3.966054141186226e-06,-4.269020121049496,-3.614246445615911,-16.251732583687225,-18.844930633288932,125
384,4.010970318672746e-06,3.146793689790986,-0.16351447073716852,-16.232502908596686,-24.080089185722937,125
385,4.440781977040443e-06,3.6095831888115715,0.5861559415940079,-16.12273744383447,-70.38810432511366,125
386,5.98628592011483e-06,2.824912320310304,2.8545754070076157,-15.816128582983522,-25.127661783634153,125
387,6.5313352102724745e-06,3.626255050516633,-2.701867269428863,-15.721020190798956,-27.193552429258496,125
388,7.248423655141017e-06,3.0574067183587736,0.43059577531334003,-15.608879398429822,-43.15089539886634,125
389,7.338903508165305e-06,2.438609957606589,1.617435875204337,-15.588505801470767,-133.0551459730669,125
390,7.617261581337491e-06,2.2260838245406926,2.5797159555138816,-15.543310144899413,-19.13198539495192,125
391,8.143796436131143e-06,3.626889986798183,1.0356361260186588,-15.468502443898812,-18.394202414798066,125
392,8.348453397890586e-06,3.857283565189279,-0.8215473458209912,-15.435714438284368,-19.694341135911614,125
393,9.268188271717908e-06,3.166342105834934,-0.4188985902748943,-15.32323464800001,-35.82313834908175,125
394,1.1666697130994008e-05,3.5769482370719707,0.6119276422258348,-15.085116014837638,-62.83094016502479,125
395,1.1863997561732715e-05,2.199376026572166,2.347505347666287,-15.060377829916948,-426.65270459123633,125
396,1.3102934871001643e-05,-3.3616706803007164,-2.708451553886982,-14.953081818516113,-65.45559033494116,125
397,1.320157173160705e-05,-2.1791647846729494,2.747372353721076,-14.93761399685578,-41.13717424067947,125
398,1.7025345270225863e-05,3.0883697188525048,-2.2251204599485535,-14.67527858826747,-101.17636248435407,125
399,1.9677765612424432e-05,4.062103089691497,-2.200987067640566,-14.522524201413336,-29.13833379951489,125
400,2.110732904048884e-05,3.4681709546532957,2.3119397554068435,-14.444425052927356,-26.89437085281896,125
401,2.169473161706549e-05,-2.0960825583131415,3.314538101640794,-14.409007762893122,-23.31691244242398,125
402,2.307203924586899e-05,3.2415374902989864,0.025266968689356517,-14.33948757957188,-71.76614774298396,125
403,2.366567819358863e-05,3.2095891570193107,0.20199648457164976,-14.306115051008122,-55.51841393365068,125
404,2.5336883863779275e-05,3.642543538951898,-0.3396831614924176,-14.229911508076444,-32.437155842289116,125
405,2.780355446810909e-05,-2.2724493805043244,3.4947291722293485,-14.129040661654189,-87.01722085516391,125
406,3.1907853635026216e-05,3.500700456991975,0.34673903703485376,-13.983384188148431,-inf,125
407,3.315138089654657e-05,2.9846676769036584,0.7334511291572978,-13.937183821675585,-53.66233657436982,125
408,4.0462864612646954e-05,-3.2674369180924243,2.7292764906994424,-13.72991539345831,-23.91931039583276,125
409,4.698071490748869e-05,3.2183359735533568,0.33257670687438967,-13.572594657757884,-68.50512135273162,125
410,5.955129014853934e-05,3.1534361666758706,0.48990621184612415,-13.327525723967259,-21.848756552616802,125
411,6.561122971579288e-05,-4.150593967472163,-3.0601174811405945,-13.222648648856003,-32.83165206970739,125
412,7.149990889094023e-05,3.3521912673222225,0.23536413317551919,-13.128731169751843,-22.75014308700478,125
413,7.652185019717267e-05,-3.271024464320121,-2.9477222187552847,-13.05288285200691,-inf,125
414,7.89932241899817e-05,-2.485337219675824,2.580631169582004,-13.013128926858533,-109.93122631272071,125
415,8.144127987248572e-05,2.4280697123004877,2.6919717508293477,-12.974640568045558,-35.973591105571515,125
416,8.116400123554615e-05,2.973413575333474,0.8253230195856815,-12.970082852273489,-15.721020190798956,125
417,8.915775514655365e-05,-2.262598841364434,2.7429685161813246,-12.868179166560775,-20.56460258302274,125
418,9.082540672993832e-05,3.5582986549689366,1.0459945744841308,-12.84167927103448,-13.983384188148431,125
419,9.271265019115712e-05,3.329637923280913,0.3412738023355555,-12.813145230626164,-17.330301632080733,125
420,9.317494777599789e-05,4.0479165129755685,-2.0766930027097126,-12.800203103133544,-49.56142966925026,125
421,9.283766286110836e-05,3.0701694131964583,-2.002198780390025,-12.795861411101985,-19.030642517177064,125
422,9.43057246203703e-05,3.230965428393066,0.44398669251395084,-12.772203754437149,-45.40068085626781,125
423,9.893101446409963e-05,3.2751347740013763,-0.4919113257313352,-12.716354695412228,-13.013128926858533,125
424,0.00010500214044403709,-2.731250368070945,2.515092575654924,-12.648828574277232,-26.623098628055097,125
425,0.00012265195455043583,-3.2582201319170343,2.7654728089017624,-12.485490433181296,-31.029250385427392,125
426,0.00012765251488020736,3.2814665333883664,-0.5230852159312,-12.437561125243946,-131.7093367040844,125
427,0.00016032197220909974,2.860829292185004,1.0584213249460248,-12.201720680936452,-33.10127472784084,125
428,0.00015917368920854237,3.4549890114465143,0.663529289603515,-12.200940639850248,-74.53521905381896,125
429,0.0001593326224175757,3.544949564795523,1.9178891709932362,-12.191974479163386,-12.648828574277232,125
430,0.00018190121479862338,3.398813259765758,-2.539218032022073,-12.051536527624293,-238.4461457147463,125
431,0.0001836869671087191,-3.6143495353735373,-3.6978651030241347,-12.033799078764481,-13.222648648856003,125
432,0.0001856679971077077,3.9787011724684866,-1.471292019036131,-12.015103835230697,-21.4757140399537,125
433,0.00018428674548390665,3.2592336803321977,0.5270579976358167,-12.014602838631838,-53.825051401244956,125
434,0.00019199886018813017,3.5049189124632,2.076684600397229,-11.965638177426511,-14.93761399685578,125
435,0.00022214554353066693,3.2556287643634025,-2.3961411026506516,-11.811826674718343,-23.147106173118246,125
436,0.00025468116813038465,-3.0610232205199415,3.5862470827864,-11.667178831820578,-16.402687237601725,125
437,0.0002565751692181989,3.063564939591254,0.7899733892338903,-11.651801424910197,-14.306115051008122,125
438,0.00029711675705563665,3.297646285933812,-0.6299587202615768,-11.497129751369629,-33.84516835417932,125
439,0.0002976327389320722,3.544034704656047,1.827083219725937,-11.487426457909942,-25.622129960236435,125
440,0.0003609075917449735,3.1262097266270423,-2.0937922368352315,-11.286696648002454,-12.800203103133544,125
441,0.0004113193290226477,2.77007484281185,2.741741425012398,-11.147980556290825,-13.572594657757884,125
442,0.00048787316994153117,3.5193800730845783,1.9196465822791495,-10.96932678131,-65.51633923013715,125
443,0.0004909172477875354,3.1930590300144175,2.5702825912150935,-10.95513851059447,-12.772203754437149,125
444,0.0004927098296915665,2.482461713041465,1.794410690103562,-10.94352549641103,-77.94102584721828,125
445,0.0005464789165812149,3.2483542692279137,0.6848099259340987,-10.831982018894537,-16.960456022037363,125
446,0.0006546553576316685,-4.159573465687851,-3.604846294558628,-10.643400651522676,-131.6391540603098,125
447,0.0007308666352623277,-2.2091442860600643,3.284131965243809,-10.525310405873515,-25.024236306445005,125
448,0.0007832870601548437,3.2922353937624678,0.7244844457689013,-10.448073993245524,-29.830271384008395,125
449,0.0007965066360595614,3.522308153697903,-0.5941946987106137,-10.423369607338591,-15.060377829916948,125
450,0.0008008563399514239,-3.325285836264066,-3.0004579842129457,-10.409955318418747,-16.251732583687225,125
451,0.0008571724071914373,3.15171353948279,0.8027944606317057,-10.334029655263203,-11.965638177426511,125
452,0.0008600677267356805,3.3643150884878867,0.7867060469875673,-10.322689421066324,-17.854643317597763,125
453,0.0009029855896572986,2.565202420920196,1.6702427907047106,-10.26602579459007,-134.51307981468617,125
454,0.0009266897358095187,-4.027837939198332,-2.960862496084268,-10.2321454074678,-20.359371243673717,125
455,0.0009258536523920332,3.111389420600016,-1.6254644880385607,-10.225079870900876,-128.39605338747378,125
456,0.0009785594556609013,-2.5693393455830065,2.630040199821437,-10.161746333599567,-11.286696648002454,125
457,0.0010053383255999076,-3.346069015846994,-2.961705675325777,-10.126780304755638,-264.8898589402544,125
458,0.0010040299808984192,-2.692696318440969,3.587448210706386,-10.12011438007783,-17.175916277236215,125
459,0.0010504932452857453,3.517599477786405,1.3815565184891812,-10.066908281422002,-10.409955318418747,125
460,0.0010871863333452708,-2.2393599431641995,2.9118253244200005,-10.024606909786549,-10.831982018894537,125
461,0.0011760761093727824,3.6224460412734825,-0.7382790120643605,-9.938048187169937,-18.507354945599978,125
462,0.001355526953321499,-3.86382049952952,-3.739877287263433,-9.788073309585773,-12.437561125243946,125
463,0.0014723578338510588,-3.6993106809378524,-2.754271908640521,-9.697430329695218,-54.20512651239109,125
464,0.0014729871478173025,3.279109512804279,0.8123129860421283,-9.689034832191592,-77.4354896666155,125
465,0.0016060572244731381,-3.9093412342553253,-2.8565379064650966,-9.594576828243195,-15.085116014837638,125
466,0.0016010707609237474,3.0837449897243516,0.93282352671892,-9.589718274169222,-15.435714438284368,125
467,0.0018214023079795637,-2.7174955822123708,3.5765620069507644,-9.45281603221485,-inf,125
468,0.0019350544251637847,3.8246923029477102,-1.1641650443312148,-9.384319113076538,-10.643400651522676,125
469,0.0019380485476143824,2.3942306715456585,2.357310401470775,-9.37480483268975,-10.322689421066324,125
470,0.002271957392255605,3.4088955109736574,2.1810212220207514,-9.207876479289576,-14.129040661654189,125
471,0.0022608198706370796,2.9644757856755426,1.1010268278182878,-9.204822534799263,-9.589718274169222,125
472,0.0023453239005880263,-2.918920665615611,3.569663321359066,-9.16015837098751,-15.588505801470767,125
473,0.0023424407957839733,3.2550307124753957,-1.0433566072192715,-9.153420256750373,-10.96932678131,125
474,0.002443097018857454,-2.6499998292388613,2.6358193427783956,-9.103379043480874,-13.937183821675585,125
475,0.0027900557424027856,3.263170408907518,-1.0429664891533648,-8.962615803328598,-61.699269123506866,125
476,0.002871806919774811,-4.1419115591810804,-3.5502686938352874,-8.925767788233571,-55.1333579459137,125
477,0.0031751922572373645,3.2278047722561816,-1.173285031105456,-8.817372855047818,-9.153420256750373,125
478,0.003197633286357525,3.6415066112512093,-2.512891156866381,-8.802361931215728,-9.689034832191592,125
479,0.0032095932479650545,-4.053949522969699,-3.6651057089135173,-8.790660484637971,-26.29774494453668,125
480,0.003680105767959147,3.4840842314600664,1.7816202965870334,-8.645895037011178,-30.386640159998304,125
481,0.004924235872097803,-2.786308005380147,3.5577321179102483,-8.346699250710007,-10.448073993245524,125
482,0.00523415103234831,-3.1733197559365136,2.830815304612573,-8.277695531073793,-19.225318135415552,125
483,0.005439979275587056,3.8927122613336618,-2.3019809492371537,-8.231156769898847,-9.384319113076538,125
484,0.006145865475558897,3.2688261270325256,2.3843553568157354,-8.10118427613583,-12.970082852273489,125
485,0.006734882385258719,-3.3844775083103595,-3.2679727392841165,-8.001695335329769,-21.847870511008235,125
486,0.007247169954146552,3.235434045442865,0.9942152170943164,-7.92041647066964,-9.204822534799263,125
487,0.008883754170643254,3.3912893152356887,-0.9304104689031751,-7.708835107900366,-12.015103835230697,125
488,0.00884226437644636,-3.590104418933805,-2.824283941369091,-7.70554817784867,-8.645895037011178,125
489,0.008942726173912957,3.2863555822718915,-1.1323932645208359,-7.686282519375757,-29.180710430840243,125
490,0.009215839296552458,3.396726323912109,2.103276017201548,-7.648231167219025,-10.94352549641103,125
491,0.009425570217012265,3.2684772928443557,-1.1918292137297275,-7.617760431948545,-11.811826674718343,125
492,0.01142324997493891,-3.1250395290730903,2.8115544310133966,-7.4175677442944,-25.99179520599652,125
493,0.012461446356057703,3.2567482563265884,-1.267776900933626,-7.322610738069962,-10.525310405873515,125
494,0.014338861266144145,-2.296027026549139,3.0497747368534984,-7.174308732578779,-8.802361931215728,125
495,0.015216899110062534,-3.5455771096930113,-3.5168145367781816,-7.106907391499252,-7.648231167219025,125
496,0.015275720713589984,-3.1340405861670977,3.4051257096609415,-7.09508112918173,-10.12011438007783,125
497,0.016406351685963855,3.402093187710424,1.3225567000438492,-7.0157090882619375,-28.929382762656573,125
498,0.016735513699009278,3.855641732377249,-1.4440026815198523,-6.987876446108281,-46.62755588027949,125
499,0.019284948374564556,2.7312481278879375,1.5896900464616834,-6.838116392054848,-12.868179166560775,125
500,0.021275374735287053,-2.4687774868359083,3.40364090028406,-6.731922848904855,-13.05288285200691,125
501,0.021655514373449463,-2.3708250653797585,2.9237126865272423,-6.7062448399518235,-25.02636132268821,125
502,0.02301550870046886,2.596805130534838,2.509259281537899,-6.637368517768664,-9.37480483268975,125
503,0.02329501309488036,3.765573836429727,-1.2419311098361838,-6.617329320739852,-inf,125
504,0.02326086646233155,-3.1982706847396583,3.2801879965780394,-6.610828060920183,-13.327525723967259,125
505,0.023495535812246317,3.4207965494059387,-1.0152605098856755,-6.592821851174697,-33.61840862263375,125
506,0.024579229184660975,2.9054558622349376,1.3556241086294012,-6.539762374999777,-10.334029655263203,125
507,0.02542277045794562,3.244510635629979,-1.4384408560073467,-6.49805070239112,-15.608879398429822,125
508,0.027348103080855894,2.510506529474979,2.176145366746752,-6.417080610622477,-10.2321454074678,125
509,0.028249798504278015,2.8394873279682997,1.4547588399920972,-6.376673285270973,-16.232502908596686,125
510,0.029132268825040896,2.518437292276463,2.335423343746493,-6.3379449864573125,-12.014602838631838,125
511,0.029623820138117,3.28218234339057,2.274705041314945,-6.313244498846959,-6.610828060920183,125
512,0.030058898407657044,3.2537531646550555,-2.0518060953170223,-6.290696364097058,-31.986491656229667,125
513,0.03128612372984137,3.408996556838929,-1.0639514022040277,-6.242712263718598,-28.70441696630534,125
514,0.03141681812768891,-3.2136474444279015,3.155128056260022,-6.23057540331129,-15.816128582983522,125
515,0.03359175852441717,3.2775723377570216,-2.111656363783172,-6.1556698374797865,-10.126780304755638,125
516,0.03765352294147261,-2.7962892157369206,3.4974447595311524,-6.03355590201075,-40.890058743940415,125
517,0.03769740159379582,3.8469536675572513,-2.24849430170065,-6.024423084215487,-9.938048187169937,125
518,0.038093917386045055,3.5228084165802223,-2.392186095638798,-6.005991462676253,-70.43425195095219,125
519,0.04245102518616231,2.7346579004341383,1.649547328466479,-5.889726850848923,-111.71065002669195,125
520,0.042125780270046195,2.6154144804843895,2.476461616172376,-5.889449832873067,-23.919585330776496,125
521,0.04549713077997049,3.346266258012289,-1.2117697744846785,-5.804492310268255,-11.487426457909942,125
522,0.04554430474601511,2.674171517162655,2.516079069747132,-5.795487821936406,-6.313244498846959,125
523,0.04548166496006356,3.2977121082356504,1.256549394349669,-5.788895958324761,-7.09508112918173,125
524,0.04621059695864219,3.7426279890036653,-1.266398609730464,-5.765027922323133,-8.277695531073793,125
525,0.047545396552314836,3.321170019062931,-2.176633736776498,-5.728583924334414,-15.32323464800001,125
526,0.0476333133147414,3.4006737506044047,1.7992519914965737,-5.718768350206785,-7.322610738069962,125
527,0.04863000296115797,-3.129322160166824,3.3448668420854624,-5.6900918712536,-15.468502443898812,125
528,0.05043525292516668,-2.5238199879984915,2.824762670232392,-5.64567399354355,-17.41715481573558,125
529,0.05278666702932167,-4.089111395011067,-3.384247781815964,-5.592137576822507,-6.417080610622477,125
530,0.0546522198389827,-3.552091571594641,-2.93213339318498,-5.549438214621182,-12.716354695412228,125
531,0.0569614678679201,2.866134910581696,2.5429387314365393,-5.500084841039409,-9.45281603221485,125
532,0.05706208435166698,3.174743692292502,2.3789817338194865,-5.49035183407542,-147.01473094853634,125
533,0.05782339946179817,3.5024152034803677,-2.359127256142184,-5.469130009931855,-5.592137576822507,125
534,0.06240939128455298,-3.9956164216986565,-3.1006287658444953,-5.384839603610441,-10.95513851059447,125
535,0.06663820145412364,-3.130521895930511,2.9349060129951585,-5.31130919085683,-12.485490433181296,125
536,0.0662334937196444,-2.548326917882909,2.823774161334951,-5.309432747296922,-5.765027922323133,125
537,0.06682291156499187,2.560368713471659,2.1518871934949892,-5.292604850833404,-10.423369607338591,125
538,0.07094186708270186,-3.4676205331947636,-3.286105558761106,-5.2248219222397845,-12.201720680936452,125
539,0.07176104987319408,2.598321486951926,2.0016578732679324,-5.2053726727873055,-13.128731169751843,125
540,0.07158837207165165,-2.4156258577952188,2.9674721878430415,-5.19981369157741,-10.024606909786549,125
541,0.0774533038395715,3.8090154023860467,-1.4803284978045088,-5.113102957810225,-12.84167927103448,125
542,0.08339200262912547,3.3445473770985483,-2.1688720989896275,-5.031257598793545,-5.500084841039409,125
543,0.08702402004549906,2.9732117978301407,2.496597551985925,-4.980657669148988,-5.292604850833404,125
544,0.08908196788407734,-3.9497901079368813,-3.596511344868995,-4.949316739179931,-5.031257598793545,125
545,0.09321273615536181,2.62240574635989,1.9683073169113552,-4.896021136492983,-6.242712263718598,125
