,,Ωbh2,Ωch2,h,τ,ns,lnA,logL,logL_birth,nlive
labels,,$\Omega_b h^2$,$\Omega_c h^2$,$h$,$\tau$,$n_s$,$\ln(10^{10}A_s)$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
56,0.0,0.0191685419463803,0.0816791597174321,0.641639666064465,0.0965910739139122,1.08155921138012,1.94118481601831,-841795.37523842,-inf,153
57,0.0,0.0216717482073551,0.207409388114405,0.788096402460351,0.0478158521016261,1.03281791745232,3.85115183417424,-840945.335118144,-inf,152
58,0.0,0.0228862656139965,0.148634096714641,0.648386804467313,0.0892527691339403,1.09578047057627,3.58898142731499,-815422.608145083,-1197252.90712924,151
59,0.0,0.0228507792067697,0.103096346726962,0.801865567899792,0.096232744686016,0.882717027679611,2.29355744098138,-806235.829757634,-1023471.10911779,150
60,0.0,0.0199982352177402,0.0651938199669377,0.654828796969693,0.0711575034919942,1.00598209705994,1.86032155323863,-783715.331317248,-942757.391249183,153
61,0.0,0.0256886329388552,0.129356383495966,0.696268647066909,0.0749245441338802,1.06455784642709,2.07937882417682,-779111.769154494,-inf,152
62,0.0,0.0219326645283182,0.187140355434452,0.774071108040967,0.0498262053254515,1.09088812492511,2.25389967793955,-777979.8004744,-inf,151
63,0.0,0.0212038121707401,0.12403282033921,0.752176760694057,0.115801949663253,1.07414154684354,2.23531143180247,-773383.911507257,-2041297.53723236,150
64,0.0,0.0227721776247615,0.116202963285996,0.715699575690596,0.0827679345570545,0.877140988665107,2.27560467135843,-745238.291244043,-3252560.73826518,153
65,0.0,0.0233174213813041,0.142636060151867,0.723557378913779,0.0433808353312922,1.06008145462417,2.11635748085415,-736561.647015926,-1197252.90712924,152
66,0.0,0.0224382049543252,0.139213767208361,0.663276052457789,0.0762815998028086,0.85449844544434,3.739947366651,-729812.721261448,-4945942.14985933,151
67,0.0,0.0250722134917248,0.212334959033368,0.748591475513046,0.11631567831227,1.06783957634651,3.79727711351636,-727919.345647661,-inf,150
68,0.0,0.0235368816781324,0.0988968866845703,0.717992135653229,0.0714560439280771,0.878235820916966,2.19459778984633,-684596.949145097,-1456639.43334402,153
69,0.0,0.025561837959724,0.250251827211597,0.764556349854875,0.0428702112672749,0.955236223016237,2.4705366547127,-677398.377938301,-inf,152
70,0.0,0.0218037256081599,0.166975441304318,0.650379243823916,0.103676379174967,0.904731166325375,3.77866389763609,-639866.286266672,-inf,151
71,0.0,0.0244332247542645,0.0810295424316579,0.643630342376548,0.107210809247609,1.07989704762588,1.98898239903547,-634899.591898104,-727919.345647661,150
72,0.0,0.0239696565332477,0.108454065075123,0.719195365584097,0.097476653311352,0.930561112235399,3.5673440877442,-633367.657095823,-806235.829757634,153
73,0.0,0.0191880555832771,0.0650928800684136,0.743183430200532,0.076471541433144,0.857021090131327,3.43575083396469,-632532.379945103,-inf,152
74,0.0,0.0191711907161597,0.0699506397173176,0.769990256137531,0.0672606711548483,1.03093631782992,3.34665449524752,-630882.121985356,-942757.391249183,151
75,0.0,0.0219187783104184,0.253348884473081,0.694702482759222,0.117880710570151,0.945167268814176,2.67686095323498,-611893.166588608,-inf,150
76,0.0,0.0231188887069699,0.124265456674324,0.673981519403035,0.045836549677105,1.0390843283362,3.38466284910744,-610423.102062199,-4945942.14985933,153
77,0.0,0.0188656481320152,0.167004494917188,0.672567804052984,0.106343099304164,0.916176558691302,3.84103225733422,-605101.5031134,-inf,152
78,0.0,0.0199981171714388,0.144390602703044,0.747993699527973,0.0428596697885779,1.02146913300653,3.57907680775278,-575749.93608038,-773383.911507257,151
79,0.0,0.0255485904451237,0.0661360848291033,0.680181470774805,0.0435193546198458,1.00892389704532,1.8873093275333,-556867.689553294,-852970.272943124,150
80,0.0,0.0233575350305458,0.12160310260868,0.777340657785811,0.0424222957172054,1.04225354765805,3.42437479221194,-551147.357218575,-852970.272943124,153
81,0.0,0.0225928457927928,0.18800428776538,0.817889180051089,0.0800203462501831,1.08076207604159,3.67429015493091,-550441.39199249,-1349076.74561841,152
82,0.0,0.0230145898386655,0.148986995921649,0.737492719753403,0.0439765021442244,1.05085559017144,2.23388223867196,-534616.393374123,-773383.911507257,151
83,0.0,0.0189470848445997,0.150487861569774,0.657964667725903,0.113435330920332,1.01470714950028,3.65081848852597,-523913.283767408,-2041297.53723236,150
84,0.0,0.0207700586701967,0.0929361696476744,0.806343974393368,0.092806168604447,1.02615773761157,3.4648805877948,-513990.310764231,-773383.911507257,153
85,0.0,0.0219809909453243,0.117798754728234,0.682109144872142,0.0638883260662107,0.84905816531211,3.53115790489797,-506617.990576177,-inf,152
86,0.0,0.0252182648364006,0.124297879567065,0.701789562046724,0.0532438442644612,0.858467082157426,2.31832175517771,-505501.183626451,-inf,151
87,0.0,0.0221793358432944,0.15202105563299,0.758196971338188,0.0627778664129083,1.04025019435281,2.33121126783544,-503672.142942339,-inf,150
88,0.0,0.0225575749796157,0.223765805107603,0.643203265638195,0.0562415101306702,1.0876941641994,3.51491129737119,-503623.596829837,-inf,153
89,0.0,0.018678186022484,0.205685652946776,0.685100404794499,0.078253052387557,1.09363047906171,3.65032466099916,-501407.346148973,-inf,152
90,0.0,0.0230120229702708,0.171030442845247,0.690212926166275,0.0887615618822514,0.950671216947173,3.6443475199091,-495600.612281241,-2148449.4578008,151
91,0.0,0.0193840788785956,0.121824226044157,0.807435718604974,0.0419827195106374,1.05074039943371,2.29968501888158,-485689.785135914,-inf,150
92,0.0,0.0192795027209801,0.0803886111150268,0.818089374709624,0.0541486565311141,1.0715912859043,3.30118706890873,-479972.780504146,-inf,153
93,0.0,0.0189132022034874,0.162074645324805,0.750383426335677,0.1194874319462,0.927624340910257,2.67752521260367,-476663.72629556,-inf,152
94,0.0,0.0250199332154875,0.0941445022039375,0.730710579577916,0.0539195959405354,0.977809172093407,2.14305543088917,-475555.944263631,-inf,151
95,0.0,0.020114040405653,0.22150928628207,0.706545939051917,0.0425875965793678,1.0387093665792,3.62767224958271,-470254.546621896,-3977993.82705387,150
96,0.0,0.0207393787587151,0.131003675787347,0.720967204168123,0.0622963620176613,0.964299507685269,3.50684623522108,-453579.200570679,-611893.166588608,153
97,0.0,0.0213590550685912,0.0865321097638145,0.789281668476598,0.0905231847279287,1.0388118418429,2.22701189367156,-448117.619702595,-2148449.4578008,152
98,0.0,0.0216624985061288,0.0758434467794363,0.812748165845081,0.0710514261522533,1.01813968304374,3.27368978153474,-443482.39353105,-634899.591898104,151
99,0.0,0.0232076040109892,0.155372101485919,0.643001822036304,0.119452064402711,1.04279849392043,3.4844077110264,-438584.399550126,-inf,150
100,0.0,0.0224376897852278,0.148252619767761,0.705708243609147,0.0593179999487958,0.887720876951384,2.44966740147429,-436526.600960267,-inf,153
101,0.0,0.0245132429499106,0.131974862639156,0.698447218499309,0.0525385932834943,0.942582711167166,2.30557745082337,-425776.027629438,-inf,152
102,0.0,0.0218530954814149,0.164655762720767,0.654534534662403,0.103082309385257,1.06238005817756,2.3953227500922,-407331.260240493,-inf,151
103,0.0,0.0213410187835348,0.243673686119729,0.682289576169887,0.118676104595593,1.02667583202841,3.72053727955275,-402103.19452154,-2041297.53723236,150
104,0.0,0.0256704107972492,0.247397061939854,0.74311932904829,0.095194548446131,0.971514750216193,3.70571168191839,-395438.292788697,-inf,153
105,0.0,0.0197144841662408,0.122777687018171,0.672393705765952,0.0521988926533574,0.865477061351451,2.41807165361829,-390328.364338728,-438584.399550126,152
106,0.0,0.0240637898192335,0.0995280755588741,0.71387449556393,0.0798863644793405,0.979108016251809,3.28017975387385,-386340.339575877,-2148449.4578008,151
107,0.0,0.0258190769484948,0.15732208898452,0.806245817694095,0.0926262237315938,1.05964690170426,3.49001253205904,-385934.623524046,-1601977.6397895,150
108,0.0,0.0233384671582319,0.143279288583201,0.714131465104986,0.0881643250051421,0.85995793525719,3.59288850395041,-381086.789988584,-438584.399550126,153
109,0.0,0.025172491199375,0.0513068806912289,0.650569298447562,0.110611940587669,1.07918635253152,2.88435157712693,-377652.35480003,-727919.345647661,152
110,0.0,0.0254605757093062,0.0926062295019605,0.757255577677971,0.0847630460760789,0.858853980147285,3.38022139227429,-377465.520108846,-inf,151
111,0.0,0.0222879600102452,0.218855740059842,0.782016510545638,0.0526888316283843,0.880014006191533,3.76067512513053,-375140.999407346,-inf,150
112,0.0,0.0188690521315267,0.080876232328521,0.762606094040839,0.0719256127958763,0.956918616525054,3.31300835959733,-371641.404261326,-503672.142942339,153
113,0.0,0.0187091393339571,0.248839396633022,0.807860406904142,0.0774047324462862,0.976905904527278,3.84248230735901,-360879.616885105,-inf,152
114,0.0,0.0261739436738647,0.0963506321092154,0.67883054945766,0.109945541790381,0.95162377493942,2.30284166092016,-352560.442808492,-inf,151
115,0.0,0.0231997636793545,0.0912780743144619,0.668672699084095,0.0838378630769577,0.858777807780698,3.29222415903429,-350556.724057824,-inf,150
116,0.0,0.0195480158045084,0.0572690586159536,0.746754448840091,0.0570191356683967,1.08791387009706,2.97171996823173,-348905.388515937,-inf,153
117,0.0,0.020498880526559,0.0625925477899585,0.757025585725474,0.119346517425542,1.04871984511564,3.15233618159911,-340405.127694663,-inf,152
118,0.0,0.0212407485121081,0.157030364737979,0.643633939576075,0.0769025400596605,0.979225471272669,3.4380133734075,-332573.375234634,-inf,151
119,0.0,0.0246922032446488,0.191918866612883,0.747128685124095,0.0741750036653015,0.857668322965989,3.67308404400457,-331368.901824106,-375140.999407346,150
120,0.0,0.0222293449183634,0.155975049758838,0.697936269547607,0.0829461847900352,0.875030395363941,3.56932095599663,-317523.548760152,-385934.623524046,153
121,0.0,0.0254820322415343,0.193741175815793,0.68221433669433,0.119828151580215,1.03114714869875,2.53436128288466,-309605.82180327,-inf,152
122,0.0,0.0215206627581048,0.183791934602172,0.783839255142494,0.0521713152411991,0.890940050510698,3.64909965692993,-305693.971046533,-611893.166588608,151
123,0.0,0.0222266957466231,0.067345987312296,0.746726609199061,0.116271248811259,1.00278165470663,3.15089366252532,-304999.367059202,-inf,150
124,0.0,0.0217794791979043,0.213034501020458,0.752165186613446,0.101054116937473,1.0176678525865,3.63369885422903,-304970.755407851,-438584.399550126,153
125,0.0,0.0191929140804878,0.0689313948101834,0.73372186852122,0.0718868874089774,1.02384304746448,3.08324993929476,-289631.964976324,-inf,152
126,0.0,0.0258815430288087,0.196238407192915,0.705778109087615,0.0750210811965835,0.846385591632947,2.66467466142921,-289398.256919087,-inf,151
127,0.0,0.0187832505026266,0.215967541997682,0.751764668502922,0.0690474750562743,1.01201014479411,3.6443606821574,-280577.530031128,-inf,150
128,0.0,0.0229415748572397,0.24599478627926,0.709074290142552,0.0551320972507824,1.09874409121807,3.42832056415085,-280518.170483613,-280577.530031128,153
129,0.0,0.0202819310678872,0.110059408958552,0.674596397618298,0.0507967871384817,0.907242234404547,3.2809092878268,-276619.706366974,-1601977.6397895,152
130,0.0,0.0194006091919117,0.141231269492693,0.72501786289124,0.0603261610006735,0.928917981513988,3.48492506012427,-276065.029326289,-556867.689553294,151
131,0.0,0.02248372933784,0.193112925384854,0.773515108531413,0.100659947090008,1.02248210948174,2.63650033438613,-275663.944167212,-727919.345647661,150
132,0.0,0.020731590167183,0.087329089189375,0.676975544474643,0.0556653132080079,0.938749930685433,3.13487390361748,-274622.600046353,-942757.391249183,153
133,0.0,0.0210028725614032,0.208049035236559,0.813818964649982,0.0676126147758662,0.870976462798754,3.7560006006825,-268697.188264239,-inf,152
134,0.0,0.0237759106576686,0.0590539404233899,0.676714120910434,0.089349105858188,1.09959134035535,2.04830737105483,-263001.009651827,-inf,151
135,0.0,0.0227227132501737,0.145342869195618,0.695264541842254,0.115546725510337,1.04612750304036,2.48239575707408,-256230.660253677,-304999.367059202,150
136,0.0,0.0202231214433281,0.139809689880899,0.781117216599571,0.103859446285401,1.02447199164079,2.57639812617689,-254380.177255572,-inf,153
137,0.0,0.0216028432827188,0.240570599672865,0.804119069673287,0.0913225900204214,0.953877061190814,2.8621517035625,-252195.237716115,-485689.785135914,152
138,0.0,0.0257068876324075,0.169785008212916,0.645346625016604,0.113667924071726,1.09306385228721,2.43287524221018,-251393.464658162,-1023471.10911779,151
139,0.0,0.0225674684226915,0.0613323601328164,0.675959400655823,0.0742881083796667,0.841785579931923,2.19959450654038,-240692.713409529,-inf,150
140,0.0,0.022057777720907,0.227709086146371,0.721269545629201,0.0836729146718547,0.987480793836521,3.57716534025046,-236041.937788147,-inf,153
141,0.0,0.0261349515772855,0.140955055719697,0.648589832321398,0.0415144110121245,0.88129416561908,2.43057761776794,-221571.101796031,-inf,152
142,0.0,0.0205501645695419,0.13811331089174,0.817869077949489,0.106635441640483,0.850667449236014,2.80049941803588,-219605.48903902,-inf,151
143,0.0,0.021633469849162,0.0525558953703141,0.79082986168008,0.0817492714785763,1.08072254819636,2.12214522297129,-218192.4545548,-375140.999407346,150
144,0.0,0.0206474585498072,0.0958547729308146,0.642896974745332,0.0806871409734769,0.937316026586886,2.35293688342153,-217938.282129142,-inf,153
145,0.0,0.0211791878161637,0.0804725634486522,0.667685067350921,0.0762079673548827,1.08525477439636,2.94305082138748,-217049.498789193,-503672.142942339,152
146,0.0,0.0240212448938847,0.0783182438047398,0.774851664854388,0.0809571056129473,0.869265412001658,2.39704401364577,-216086.531119452,-inf,151
147,0.0,0.0196188688122246,0.126191992856067,0.650048969282403,0.0572451815284928,1.07249308422164,2.33824772038898,-215724.091688816,-1023471.10911779,150
148,0.0,0.0227936369090493,0.217582077563431,0.801816635920834,0.0943199150404826,0.862674663100184,3.7301667986817,-196752.464713662,-280577.530031128,153
149,0.0,0.0240290520488964,0.0669089068593784,0.741455783875841,0.0929416672447074,0.952986612738683,2.28520720521375,-193571.291750048,-256230.660253677,152
150,0.0,0.0203635954071931,0.182223102391694,0.747451809458168,0.0417646373945012,1.09393574809271,3.32652194763195,-190763.761562391,-375140.999407346,151
151,0.0,0.0231464221514079,0.0807679886212468,0.715063248487008,0.0643775199456942,1.09750967523357,2.19671812278816,-186507.701034164,-inf,150
152,0.0,0.0253064964295687,0.24183720618011,0.72463343177323,0.0973136159821883,0.892132478136274,3.63184015320596,-184820.771831148,-275663.944167212,153
153,0.0,0.0218653730429028,0.114266310942112,0.767725937490986,0.0540827129769537,0.94799237332709,2.4716503250078,-181423.185198142,-inf,152
154,0.0,0.0220354347205713,0.141011613828177,0.718365149541071,0.115106518189378,1.02423751984229,3.34364248839345,-169657.308006586,-inf,151
155,0.0,0.022680254038693,0.209893876586869,0.764950082771561,0.0403330087468105,0.982395175897582,2.65363063403506,-167795.396816618,-inf,150
156,0.0,0.0230076297912458,0.131042555208836,0.685541613633194,0.102922319845102,1.08656163390379,3.16349401512006,-167369.199032889,-186507.701034164,153
157,0.0,0.0241392065358858,0.227018117638466,0.807289654017313,0.0602366656095729,0.96918315623699,3.51825028962391,-164351.066752011,-inf,152
158,0.0,0.0248911144038329,0.125629341531196,0.728923085935471,0.0456154096596803,0.976491560677015,3.14380632246616,-158076.637034447,-523913.283767408,151
159,0.0,0.0233815531280841,0.237334872302613,0.684031729224091,0.0853958291576884,0.917798747163868,3.54435855620568,-147662.185839175,-350556.724057824,150
160,0.0,0.0239634793756973,0.221363067722556,0.672417528935085,0.0524909751521928,0.907065426558269,2.69879729189435,-145013.688407649,-727919.345647661,153
161,0.0,0.0241256641392838,0.0855026540475605,0.677312988669631,0.0458393489751398,0.91947268419209,2.30575567328319,-141412.374922494,-402103.19452154,152
162,0.0,0.0211948577756839,0.201485178445893,0.660834776162069,0.0428193354276902,1.03853406612542,2.55044826359269,-141003.448246649,-inf,151
163,0.0,0.020294358152809,0.0868194159557547,0.705976157177284,0.101880583144133,1.03011299671896,2.3994145189418,-140160.636418413,-304999.367059202,150
164,0.0,0.0221262577371855,0.153128572654527,0.759095030496755,0.0885907969597038,1.00748931504904,2.61483425291076,-139467.75586536,-147662.185839175,153
165,0.0,0.023034784124996,0.219116749860479,0.811405551035477,0.0632169038578836,0.902689408287746,3.58551256725896,-138923.979315214,-215724.091688816,152
166,0.0,0.026028888513907,0.17732595458439,0.716952996370798,0.10756912969018,1.09983421437836,3.24292007703027,-137815.261884053,-inf,151
167,0.0,0.0223278664063066,0.0846071045698481,0.668304987270168,0.0586804959246405,0.934271483169977,2.32902959403977,-131273.88801212,-inf,150
168,0.0,0.0229548963285804,0.200774643982307,0.776226563977654,0.111011767084685,1.01650468042585,2.76276112420554,-130678.336289993,-inf,153
169,0.0,0.024650960799711,0.116833669150945,0.799360175238593,0.116692647162974,1.03283967556183,3.23710954775714,-125525.289741181,-inf,152
170,0.0,0.0228110786975331,0.236726158055308,0.815564150153656,0.0507309965006639,1.01889635548148,3.45468779911917,-124516.828935389,-inf,151
171,0.0,0.0256357912298137,0.253383980023413,0.712148165474129,0.100489757320806,0.956869142777878,3.51227493851845,-123564.149413454,-131273.88801212,150
172,0.0,0.0189315956230009,0.160539150783435,0.652103225425228,0.0883254361489461,0.92970996203356,3.41414211878623,-122593.101547731,-inf,153
173,0.0,0.023113413182913,0.113227001781401,0.656424160444753,0.0782667497958027,0.896225449664231,2.51211087433874,-118453.714496017,-inf,152
174,0.0,0.0253785582365455,0.195314138758884,0.784353809871749,0.104866767746885,0.840323337361004,2.90376253590979,-117641.398512374,-123564.149413454,151
175,0.0,0.0216663278836478,0.110623705298688,0.772350680370197,0.0766863361144035,0.868886778732086,2.63328857326015,-117110.137546702,-inf,150
176,0.0,0.0246550985771233,0.208254327535564,0.772808017609957,0.110028347432533,0.919130839578374,2.85888536126862,-114912.921240552,-1671491.93896171,153
177,0.0,0.0199034126722119,0.0678430689162857,0.668936042262797,0.0639995198253571,0.924278246076578,2.29055405378048,-109733.754558201,-611893.166588608,152
178,0.0,0.0244694945817052,0.192312948561855,0.674904440597663,0.110800962371942,0.937839859696562,2.74311620214129,-108543.72052214,-131273.88801212,151
179,0.0,0.0218115348169794,0.111995659860749,0.797709001035868,0.109592413568704,0.979924847545173,3.28433675363303,-107697.536434684,-218192.4545548,150
180,0.0,0.0211443861396335,0.149866633598196,0.742633085042952,0.0777001622722605,1.08563675812028,3.22333754404332,-107493.425403236,-240692.713409529,153
181,0.0,0.0230193022527579,0.132576403702747,0.731640804654402,0.0593674862634361,0.853905402226542,3.29805252130316,-104915.592660002,-inf,152
182,0.0,0.0236681388124042,0.112906513202629,0.762063676959489,0.0614177062919392,0.898360620162168,3.19180290692016,-103551.0556883,-inf,151
183,0.0,0.0189770698537226,0.0885665069068642,0.761813639293068,0.0805119293201749,0.845556699171569,2.62254366596922,-102112.691492629,-inf,150
184,0.0,0.0255155972302541,0.103275467341244,0.709412136855753,0.0568104001150675,1.00104374938674,2.39343251425371,-100678.870384089,-331368.901824106,153
185,0.0,0.0259005974606434,0.148062597755542,0.660320341874261,0.0796902471889946,1.03295720772096,2.50576229254754,-90619.6276103199,-117110.137546702,152
186,0.0,0.0236112175467498,0.187690262275295,0.727075421134814,0.0939870759912343,0.958704689241148,3.39911391448532,-88832.0923116022,-280577.530031128,151
