,logR,logI,logS,d_G,p,sigma
labels,$\ln\mathcal{R}$,$\log\mathcal{I}$,$\ln\mathcal{S}$,$d_\mathrm{G}$,$p$,$\sigma$
samples,,,,,,
0,5.895377317182122,12.39486652684816,-6.499489209665626,3.5506222064434354,0.0015476816456356914,3.1655911465034205
1,5.388815399711005,11.96832227379628,-6.579506874085382,2.614244273421969,0.0008188789129922972,3.346333331716352
2,5.174355611241138,11.644975969347689,-6.470620358106316,3.854916914341418,0.0018519529921545807,3.1130011450660797
3,5.368084454050061,11.833532093991087,-6.465447639940976,3.5366426553460624,0.0015850744766549628,3.1586394650970058
4,5.523626800310579,12.034075137850023,-6.510448337540765,4.197439295550939,0.0020968153082846796,3.0761653491481433
5,5.644831931466454,12.10048817366158,-6.455656242194891,4.1743032810027,0.0021783579811346684,3.064772267241904
6,5.34718332147497,11.859147340637142,-6.511964019162406,4.312582557644779,0.002203748188744399,3.0613045463072677
7,5.602723245702348,12.15520109061348,-6.552477844910754,4.326151681974677,0.0021392020024604227,3.070193397685268
8,5.633802772870352,12.26673362447667,-6.632930851606034,3.5922152544690196,0.0013998356303758484,3.1946849432751248
9,5.969041164704889,12.38782859191456,-6.418787427210191,3.308216618802728,0.0014631963041528988,3.181885543321365
10,5.997110876932878,12.49930360337069,-6.502192726437897,4.182317742847257,0.0020978902083963738,3.076012541384914
11,5.507802988036586,12.203154715532952,-6.695351727495108,3.546837957884028,0.0012906120630466686,3.2180591350561483
12,5.501411750491227,11.947081460131988,-6.445669709640242,4.021202713236766,0.0020493412945312944,3.08298696767545
13,5.259857985680922,11.816899109856228,-6.557041124175157,4.326443721247433,0.002130896929466678,3.0713549172239274
14,5.597664089896737,12.107824672672775,-6.510160582775825,4.007065619581919,0.0019218213606272817,3.1020551733457324
15,5.949319620515437,12.230742284369958,-6.281422663854755,4.400362582812585,0.002801094112154028,2.98876289291589
16,5.016777378080063,11.549729866317035,-6.5329524882372425,3.5728379143512825,0.0015185127755235823,3.1711221458892007
17,5.902227345717277,12.413045980792736,-6.510818635076248,3.7203507138837058,0.001671103932766147,3.1432021424172536
18,5.182221198832506,11.877435298308091,-6.6952140994762885,2.3239222486514617,0.0005924587596034267,3.435043481138232
19,5.974455544707437,12.51317815302009,-6.538722608313037,3.6385130040540297,0.0015628211265800004,3.1627581369154445
20,5.948142197522996,12.370714008440848,-6.422571810917361,4.370393001704036,0.0024442998672626107,3.0301528691395245
21,5.537571831512308,11.940915328944248,-6.403343497431706,3.22786453081628,0.0014190878024776222,3.1907402905116435
22,5.62791701383105,12.04280843722408,-6.414891423393783,3.7244272747689458,0.001826819529846516,3.117031658992538
23,5.815303312058516,12.06586764140936,-6.250564329350709,4.856882611686954,0.0034513614625436683,2.9243862941597762
24,5.481560547144566,11.927874947788501,-6.446314400644042,4.058154047748253,0.002083481674805049,3.078066855192478
25,5.669390725552715,12.1970810903816,-6.527690364829141,3.789722359593288,0.0017036638122475232,3.137549712095152
26,5.6499258274112645,12.209548892285964,-6.5596230648743585,3.273391893891967,0.0012589408845719698,3.2251786347605713
27,4.77010750247848,11.328309450219761,-6.558201947742418,3.391741926930923,0.0013465649236603294,3.2058663994165877
28,5.862091486868506,12.31580738217684,-6.453715895308051,4.503537905223515,0.0025164993267622077,3.0213504302655956
